title,author,isbn,available
The Owl Service,Alan Garner,152017984,true
Hexenjagd. Ein Drama in 2 Akten.,Arthur Miller,3596271088,true
Tod eines Handlungsreisenden.,Arthur Miller,3596270952,true
El caballero de la armadura oxidada,Robert Fisher,8477204055,true
A Thousand Acres,Jane Smiley,394577736,true
Bailey's Cafe,Gloria Naylor,151104506,true
The Body on the Beach: A Fethering Mystery (Fethering Mysteries (Hardcover)),Simon Brett,425175006,true
The Analyst,John Katzenbach,345426274,true
From This Moment on,Lynn Kurland,425186857,true
The BRIDE - PROMOTIONAL,Julie Garwood,671003518,true
Rising Tides,Nora Roberts,051512317X,true
Born in Fire,Nora Roberts,515114693,true
The Cheese Monkeys : A Novel in Two Semesters,Chip Kidd,60507403,true
"South of the Border, West of the Sun",Haruki Murakami,679767398,true
Mansfield Park (Bantam Classic),Jane Austen,553212761,true
Bagombo Snuff Box: Uncollected Short Fiction,Kurt Vonnegut,425174468,true
"God Bless You, Mr. Rosewater or Pearls Before Swine",Kurt Vonnegut,044012929X,true
The Water-Method Man,John Irving,345367421,true
The Neal Pollack Anthology of American Literature: The Collected Writings of Neal Pollack,Neal Pollack,60004533,true
Watership Down,Richard Adams,380002930,true
Teach Us to Outgrow Our Madness,Kenzaburo Oe,080215185X,true
"Uno, Nessuno E Centomila (Fiction, Poetry and Drama)",Pirandello,888183152X,true
Un Giorno Dopo L'altro,Carlo Lucarelli,8806155873,true
The Safe House,Nicci French,718143043,true
The Flaming Corsage,William J. Kennedy,670858722,true
The Scarlet Letter (Dover Thrift Editions),Nathaniel Hawthorne,486280489,true
Ensel und Krete. Ein MÃ?Â¤rchen aus Zamonien von Hildegunst von Mythenmetz.,Walter Moers,3821829494,true
Humans (Neanderthal Parallax),Robert J. Sawyer,312876912,true
Have Spacesuit Will Travel,Robert Heinlein,684148579,true
Bellwether,Connie Willis,553562967,true
Cape Cod,William Martin,446363170,true
Dangerous Mourning (William Monk Novels (Paperback)),Anne Perry,804110379,true
Brunswick Gardens (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,449003183,true
Rutland Place,Anne Perry,044920474X,true
Paragon Walk,Anne Perry,449244970,true
Death in the Devil's Acre,Anne Perry,449210952,true
High Five (A Stephanie Plum Novel),Janet Evanovich,312971346,true
Potshot,Robert B. Parker,399147101,true
"I, Vampire",Michael Romkey,449146383,true
Guilt by Association,Susan R. Sloan,446603066,true
Privileged Conversation,Evan Hunter,446603821,true
The Vampire Princess,Michael Romkey,449149374,true
Rita Will: Memoir of a Literary Rabble-Rouser,Rita Mae Brown,553378260,true
"Fire by Night (Refiner's Fire, 2)",Lynn N. Austin,1556614438,true
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,312850581,true
"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,140280553,true
The Man Who Planted Trees,Jean Giono,930031067,true
Five Quarters of the Orange,Joanne Harris,60958022,true
"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,385474016,true
Partner in Crime,J.A. Jance,380804700,true
Celtic Borders,Aidan Meehan,500280673,true
The Warden (Dover Thrift Editions),Anthony Trollope,048640076X,true
UN Reparti De Asesinos,Sidney D. Kirkpatrick,8432227587,true
Land Girls: Film Tie-In,Angela Huth,349109931,true
En los reinos de taifa,Juan Goytisolo,8420638307,true
"Sueno Eterno, El",Raymond Chandler,8420672319,true
"Ella, maldita alma",Manuel Rivas,8466301151,true
Almost blue (Stile libero),Carlo Lucarelli,8806143042,true
The Secret Language of Men,Sherrie Weaver,156245191X,true
Uncle Dynamite,P.G. Wodehouse,140124497,true
The Red Badge of Courage (Bantam Classics),STEPHEN CRANE,553210114,true
The Nine Tailors,Dorothy Leigh Sayers,156658992,true
Undue Influence,Anita Brookner,037550334X,true
Ein springender Brunnen.,Martin Walser,3518396005,true
Die Hexen von Eastwick. Roman.,John Updike,3499123665,true
Artemis Fowl.,Eoin Colfer,3548603203,true
La Contrebasse,Patrick SÃ?Â¼skind,2253057835,true
Sans nouvelles de Gurb,Eduardo Mendoza,2020482363,true
Eureka Street,Robert McLiam-Wilson,2264027754,true
La LÃ?Â©gende d'Henry Smart,Roddy Doyle,2264032189,true
Girl With a Pearl Earring,Tracy Chevalier,052594527X,true
Kleine Mordgeschichten fÃ?Â¼r Tierfreunde.,Patricia Highsmith,3257204833,true
Anleitung zum Unschuldigsein. Das Ã?Â?bungsbuch fÃ?Â¼r ein schlechtes Gewissen.,Florian Illies,3596156963,true
Das Superwieb,Hera Lind,3596122279,true
Wolfsherz.,Wolfgang Hohlbein,3404141970,true
The Passionate Mind: Bringing Up an Intelligent and Creative Child,Michael Schulman,29281113,true
The Little Boy Book: A Guide to the First Eight Years,Shelia Moore,517559552,true
Follow the River,James Alexander Thom,345338545,true
Personal History,Katharine Graham,375701044,true
The Archivist,Martha Cooley,316158720,true
Unless : A Novel,Carol Shields,7154615,true
The Dive From Clausen's Pier (Alex Awards),ANN PACKER,375412824,true
"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1558743669,true
The Strong-Willed Child: Birth Through Adolescence,James Dobson,084236661X,true
A Wing and a Prayer,Graham Nown,708842100,true
"Monster Blood (Goosebumps, No 3)",R. L. Stine,059045367X,true
"Stay Out of the Basement (Goosebumps, No 2)",R. L. Stine,590453661,true
Wednesday Witch,Ruth Chew,059042761X,true
Juno &amp; Juliet: A Novel,Julian Gough,385721617,true
What to Expect When You Use the Potty (What to Expect Kids),Heidi Murkoff,694013226,true
"Mossflower (Redwall, Book 2)",Brian Jacques,441005764,true
Final Target,Iris Johansen,553582135,true
Mr. Perfect,Linda Howard,671034065,true
Sleep Tight (Onyx Book),Anne Frasier,451410777,true
The Puzzled Heart (Kate Fansler Novels (Hardcover)),Amanda Cross,345418832,true
The Hunted,Alan Jacobson,671026801,true
Mosaic,Gayle Lynds,671024051,true
The Courtship Gift: A Novel,Julie Parsons,684869829,true
Orchid Blues (Holly Barker Novels (Hardcover)),Stuart Woods,399147772,true
Warning Signs,Stephen White,440237416,true
A Christmas Carol (Scholastic Classics),Charles Dickens,439101336,true
Chosen Prey,John Sandford,399147284,true
"MY GAL SUNDAY LARGE PRINT : \Henry and Sunday\"" Stories""",Mary Higgins Clark,684832380,true
The Cat Who Tailed a Thief,Lilian Jackson Braun,039914210X,true
"Gone, Baby, Gone: A Novel",Dennis Lehane,380730359,true
The Great Victorian Collection,Brian Moore,374166560,true
Different Seasons M/TV,Stephen King,451150635,true
Ein Mann fÃ¼r eine Nacht: Roman (Die Frau in der Gesellschaft),Jil Karoly,3596132762,true
Das WÃ?Â¼ten der ganzen Welt.,Maarten 't Hart,3492225926,true
Design for Dying,Timothy Leary,006018700X,true
250 Things You Can Do to Make Your Cat Adore You,Ingrid Newkirk,684836483,true
Touching from a Distance: Ian Curtis and Joy Division,Deborah Curtis,571174450,true
D/S: An Anti-Love Story,Gary S. Kadet,312848846,true
Philosopher Looks At Science,John G Kemeny,442043244,true
"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,880381736,true
La Musica del Azar,Paul Auster,8433966111,true
Bookends : A Novel,Jane Green,767907817,true
A Map of the World,Jane Hamilton,385720106,true
Siddhartha,Hermann Hesse,553208845,true
Julie of the Wolves (Julie of the Wolves),Jean Craighead George,64400581,true
Buddha of Suburbia,Hanif Kureishi,571142745,true
Snowshoeing,Gene Prater,898861780,true
"Sincerely, Andy Rooney",Andy Rooney,1586480456,true
How to Lose Friends &amp; Alienate People,Toby Young,030681188X,true
"The Rise and Fall of the House of Barneys: A Family Tale of Chutzpah, Glory, and Greed",Joshua Levine,688155022,true
The Private Life of Kim Philby: The Moscow Years,Rufina Philby,088064219X,true
Who Was Dr.Charlotte Bach?,Francis Wheen,1904095399,true
The Pretender: How Martin Frankel Fooled the Financial World and Led the Feds on One of the Most Publicized Manhunts in History,Ellen Pollock,743204158,true
Springs in the Valley,L. B. Cowman,310225116,true
"The Stranger from Medina: A Novel (Bagdon, Paul. West Texas Sunrise, Bk. 3.)",Paul Bagdon,800758358,true
The Time It Never Rained,Elmer Kelton,385050755,true
Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,842329218,true
"Taking Sides: Clashing Views on Controversial Issues in American History, Vol. I",Larry  Madaras,72430958,true
Mere Christianity,C. S. Lewis,684823780,true
The Prayer of Jabez Devotional,Bruce Wilkinson,1576738442,true
Snare of Serpents,Victoria Holt,449219283,true
The Last Family,John R. Miller,553574965,true
The Klone and I: A High-Tech Love Story,Danielle Steel,440225698,true
The Runaway Jury,JOHN GRISHAM,440221471,true
Texas,James A. Michener,394541545,true
She Who Remembers,Linda Lay Shuler,877958920,true
Going Overboard,Christina Skye,440235758,true
"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,743216458,true
Kane &amp; Abel,Jeffrey Archer,61007129,true
"Arrows of the Queen ( The Heralds of Valdemar, Book 1)",Mercedes Lackey,886773784,true
The Unprotected Witness (Laurel-Leaf Books),James Stevenson,440228204,true
Roger Caras' Treasury of Great Cat Stories,Roger Caras,883657635,true
Without Remorse,Tom Clancy,425143325,true
The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,425180964,true
Throne of Isis,Judith Tarr,812520793,true
The Bette Davis Murder Case,George Baxt,312109393,true
The Absence of Nectar,Kathy Hepinstall,399148019,true
La Compagnia,Benni,8807014467,true
Found: One Husband (Harlequin Medical Romance),Meredith Webber,373063121,true
Alice's Adventures in Wonderland (Penguin Popular Classics),Lewis Carroll,140620869,true
The Tail of the Tip-Off,RITA MAE BROWN,553801589,true
The Woman Next Door,Barbara Delinsky,743411250,true
Clockwork : Or All Wound Up,Philip Pullman,590129988,true
Powder Burn (Vintage Crime/Black Lizard),CARL HIAASEN,375700684,true
Trap Line (Vintage Crime/Black Lizard),Carl Hiaasen,375700692,true
The Heart of Justice (Heart of Justice),William J. Coughlin,312955510,true
Frusciante,Brizzi,8880891901,true
First King of Shannara,Terry Brooks,345396537,true
So Far from God: A Novel,Ana Castillo,452272092,true
Der Kaiser von Amerika.,George Bernard Shaw,3518383620,true
Die Teebarone.,Hella S. Haasse,3499262967,true
Jedes Sandkorn ist ein Buchstabe,Arnulf Zitelmann,3407808836,true
"Catherine, Lady wider Willen. Sonderausgabe.",Karen Cushman,3423085711,true
Atlantis.,Stephen King,3453159926,true
Der Plan von der Abschaffung des Dunkels.,Peter Hoeg,3499137909,true
The Man with the Dancing Eyes,Sophie Dahl,747563721,true
Jane Eyre,Charlotte Bronte,451518845,true
Tathea,Anne Perry,441009700,true
"Orion Arm: The Rampart Worlds: Book 2 (May, Julian. Rampart Worlds, Bk. 2.)",Julian May,345395190,true
The Grey Horse,R.A. MacAvoy,553265571,true
The Tragedy of Hamlet Prince of Denmark (Signet Classic Shakespeare Series),William Shakespeare,451521285,true
Prince of Whales,R. L. Fisher,812566351,true
The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,60502258,true
Camilla (Laurel Leaf Books),MADELEINE L'ENGLE,440911710,true
S.: A Novel About the Balkans,Slavenka Drakulic,140298444,true
The Bookshop : A Novel,Penelope Fitzgerald,395869463,true
Kissing the Witch: Old Tales in New Skins,Emma Donoghue,64407721,true
The DREAMS OUR STUFF IS MADE OF: How Science Fiction Conquered the World,Thomas M. Disch,684859785,true
Selected Poems (Harvest Book),T. S. Eliot,156806479,true
All Things Wise and Wonderful,James Herriot,553266055,true
Cruel As the Grave,Sharon Kay Penman,345441443,true
Naked Lunch,William S. Burroughs,802132952,true
Mistress Masham's Repose,T.H. White,441535771,true
First Book of Swords,Fred Saberhagen,812552989,true
Macbeth,William Shakespeare,451521358,true
Q's Legacy,Helene Hanff,140089365,true
Night Screams: Twenty-Two Stories of Terror,Edward Gorman,451455126,true
Anno Dracula,Kim Newman,038072345X,true
How to Sleep Soundly Tonight: 250 Simple and Natural Ways to Prevent Sleeplessness,Barbara L. Heller,1580173144,true
Duane's Depressed,Larry McMurtry,671025570,true
A Grief Observed,C. S. Lewis,553274864,true
Seeking Wholeness: Insight into the Mystery of Experience,Roland Evans,1888604182,true
After the Darkest Hour: How Suffering Begins the Journey to Wisdom,Kathleen A. Brehony,805064362,true
The Picador Book of the Beach,Robert Drewe,330336215,true
La variante di LÃ¼neburg (Fabula),Paolo Maurensig,8845909840,true
The Color of Magic,Terry Pratchett,61020710,true
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,440204887,true
The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,345339681,true
Callahan's Secret,Spider Robinson,812572297,true
The Hobbit,J. R. R. Tolkien,345272579,true
The Stand (The Complete and Uncut Edition),Stephen King,385199570,true
The Years with Laura Diaz,Carlos Fuentes,156007568,true
Die FÃ?Â¼nf Tibeter.,Peter Kelder,3426776545,true
Die Regeln des GlÃ?Â¼cks.,Dalai Lama,3404701704,true
Mittsommermord. Roman.,Henning Mankell,3423205202,true
Der Verrat.,John Grisham,3453169247,true
Russendisko.,Wladimir Kaminer,3442541751,true
Hunde von Riga.,Henning Mankell,3423202947,true
Holes (Newbery Medal Book),Louis Sachar,374332657,true
She's Not What She Seems (Sweet Valley High No. 92),Francine Pascal,553298496,true
"Spring Break (Sweet Valley High Super Edition, No 3)",Francine Pascal,553255371,true
The Hound of the Baskervilles (Signet Classics (Paperback)),Arthur Conan Doyle,451528018,true
Second Chance (Left Behind: The Kids #2),Jerry B. Jenkins,842321942,true
The Vanishings (Left Behind: The Kids #1),Jerry B. Jenkins,842321934,true
"Happy Birthday, Josefina!: A Springtime Story (American Girls Collection (Paper))",Valerie Tripp,1562475878,true
Josefina's Surprise: A Christmas Story (American Girls Collection (Paper)),Valerie Tripp,1562475193,true
The Stranger (Animorphs (Paperback Numbered)),Katherine Applegate,590997262,true
"The Secret (Animorphs, No 9)",Katherine Applegate,590997297,true
"The Experiment (Animorphs, No 28)",K. A. Applegate,590762613,true
The Andalite's Gift (Animorphs : Megamorphs 1),K. A. Applegate,590213040,true
Meet the Stars of Animorphs,Marie Morreale,439061652,true
"School Smarts: All the Right Answers to Homework, Teachers, Popularity, and More!",Brooks Whitney,1584851651,true
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,141304707,true
"Junie B. Jones and That Meanie Jim's B-Day (Junie B. Jones 6, paper)",Barbara Park,679866957,true
101 Telephone Jokes,Katy Hall,059048575X,true
Tales of a Fourth Grade Nothing,JUDY BLUME,044048474X,true
Help! I'm Laughing and I Can't Get Up,Liz Curtis Higgs,1568657803,true
Pippi Longstocking (Seafarer Book),Astrid Ericsson Lindgren,140309578,true
"Scarabian Nights:Sabrina, The Teenage Witch #24",Nancy Holder,671028049,true
LOTSA LUCK SABRINA THE TEENAGE WITCH 10,Diana G. Gallagher,671019805,true
"All You Need Is a Love Spell (Sabrina the Teenage Witch, 7)",Randi Reisfeld,671016954,true
A DOGS LIFE SABRINA THE TEENAGE WITCH 9,Cathy West,671019791,true
"The Sky Phantom (Nancy Drew Mystery Stories, No 53)",Carolyn Keene,044809553X,true
"TEACHER'S PET: SALEM'S TAILS #2: SABRINA, THE TEENAGE WITCH",Patricia Barnes-Svarney,671023810,true
Sabrina: Behind the Scenes,Stefanie Scott,1561565601,true
"The Strange Message in the Parchment (Nancy Drew Mystery Stories, No 54)",Carolyn Keene,448095548,true
Meet Kit: An American Girl : 1934 (American Girls Collection),Valerie Tripp,1584850167,true
Meet Addy: An American Girl (American Girls Collection (Paper)),Connie Porter,1562470752,true
"Meet Felicity: An American Girl : 1774 (The American Girls Collection, Book 1)",Valerie Tripp,1562470043,true
"Meet Josefina, an American Girl (American Girls Collection (Paper))",Valerie Tripp,1562475150,true
"Karen's Cartwheel (Baby-Sitters Little Sister, 29)",Ann M. Martin,590448250,true
It's Fine to Be Nine,Patricia Maclachlan,590386042,true
The Further Adventures of Hank the Cowdog (Hank the Cowdog (Paperback)),John R. Erickson,877191174,true
The View from Saturday (Jean Karl Books (Paperback)),E. L. Konigsburg,689817215,true
"SANTAS LITTLE HELPER SABRINA THE TEENAGE WITCH 5 (Sabrina, the Teenage Witch (Numbered Paperback))",Cathy West,671015192,true
"SABRINA, THE TEENAGE WITCH MAGIC HANDBOOK (Sabrina, the Teenage Witch)",Patricia Barnes-Svarney,671024272,true
Roter Drache,Robert Harris,3453025423,true
Spiriti,Stefano Benni,8807816806,true
Quel Che Resta Del Giorno,Kazuo Ishiguro,8806134817,true
Smiley's people,John Le CarrÃ©,553141406,true
Plains of Passage (Earth's Children),Jean M. Auel,517580497,true
"Hope of Earth (Anthony, Piers. Geodyssey, V. 3.)",Piers Anthony,312863403,true
"Positively 4th Street: The Lives and Times of Joan Baez, Bob Dylan, Mimi Baez Farina and Richard Farina",David Hajdu,086547642X,true
Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1558744630,true
